date,USD,JPY,DUR,EUR,DEM,GBP,AUD,BRL,CAD,CNY,DKK,HKD,INR,MYR,MXN,NOK,NZD,KRW,SEK,SGD,LKR,ZAR,TWD,THB,VEB
1971-01-04,0.23158869847151461,82.846225104214923,0.42851432165628023,,0.84377026401111632,0.096745252431681347,0.20813223714682727,,0.23411301528485409,,1.733441408059287,,,0.71484483557202416,,1.6525937934228812,0.20792658638258457,,1.195993515516443,,,0.1664659564613247,,,
1971-01-05,0.23192708212537977,82.985829255282141,0.42932889846642774,,0.84537421434700932,0.096842080849780826,0.20834264907113204,,0.23429273836305864,,1.7364844492891434,,,0.71575016814713455,,1.6564696059558874,0.20813692974928683,,1.1973931395969106,,,0.16663960850708537,,,
1971-01-06,0.23194860019019783,83.0051260640642,0.4292391550637058,,0.84519750423306195,0.096778233943358147,0.20821237213833413,,0.23440725535221393,,1.7358801289634218,,,0.7154454572866652,,1.6553475749773849,0.20800709762716582,,1.1971795050216874,,,0.16653909493656205,,,
1971-01-07,0.2320024128250934,83.026703477716168,0.42926804520542661,,0.84525439064566277,0.096816926896039726,0.20829803029951513,,0.23543604853490477,,1.736538059995824,,,0.71572744356541307,,1.6561724241932116,0.2080739159687261,,1.198269262000325,,,0.16660093264969955,,,
1971-01-08,0.23197012224825442,83.003549142870398,0.4291022719810581,,0.84492797327704183,0.096767032406226069,0.20853116518592404,,0.23554246213087754,,1.7362963650281844,,,0.71551184207474072,,1.6558491266324897,0.20797026143032776,,1.1976849381799624,,,0.16650815374979702,,,
1971-01-11,0.23200779546192751,83.047190385596949,0.42905413383473368,,0.84483318639506289,0.09670224119530417,0.20804139019071041,,0.23569671940977216,,1.7365783490325275,,,0.71490882093638342,,1.6563036518027006,0.20783652730731753,,1.1981346573244862,,,0.16639599090529442,,,
1971-01-12,0.23202394487111069,83.078493700549899,0.42910756606422518,,0.84493839764263678,0.096672544606603406,0.20798139167962135,,0.23504025615443513,,1.7366760249657764,,,0.71479616696443082,,1.6569061927190887,0.20777651453630014,,1.198241258497877,,,0.16636116847258636,,,
1971-01-13,0.23204548091425919,83.174382178907067,0.42898241088294697,,0.84469195962408639,0.096600997795567939,0.20783292725374175,,0.23487643578141315,,1.7359786518157561,,,0.7142823993502726,,1.6565726882468965,0.20760969950110222,,1.197702749738949,,,0.16621417797888388,,,
1971-01-14,0.23204548091425919,83.16510035967049,0.42884099588018354,,0.8444135050469892,0.096400510500058004,0.20738716788490544,,0.23513168581041888,,1.7367211973546814,,,0.7135398538113471,,1.6568743473720848,0.20718343195266273,,1.1979347952198631,,,0.16588931430560389,,,
1971-01-15,0.23214783173925158,83.201782895347748,0.42894762097353029,,0.84462345621691903,0.096498978549540357,0.20760841303742225,,0.23528182746773146,,1.7373711579533848,,,0.7141795895626335,,1.657860525582691,0.20740458724115518,,1.1988114031014949,,,0.16605534404308667,,,
1971-01-18,0.23240140370447837,83.267098933277552,0.42919190418348041,,0.8451044644309651,0.096624602012596164,0.20789095726138188,,0.23532966139115477,,1.7391991447628343,,,0.71475051709312321,,1.6594854632921983,0.20766808431522926,,1.2003764902740011,,,0.16625996421018382,,,
1971-01-19,0.23252569408919685,83.325582476863701,0.4294568668324652,,0.84562619169418207,0.096559782355950322,0.20774217551039389,,0.23510672929358695,,1.7401292842859135,,,0.71429567967260377,,1.6609077803097241,0.20751964842115053,,1.2011579779565642,,,0.16616286099614005,,,
1971-01-20,0.23250406882120436,83.329458265519634,0.4289446117147182,,0.84461753080678903,0.096554754708207388,0.20772285514996511,,0.23517786561264822,,1.7398976982097185,,,0.71436875145315037,,1.6607533131829806,0.20751871657754012,,1.2005580097651707,,,0.16614740757963264,,,
1971-01-21,0.23246623427947088,83.285677755306025,0.42873313969607219,,0.84420112978589856,0.096491154659785666,0.20759629913755023,,0.23500011623311709,,1.7399632703349837,,,0.71404328521282279,,1.660808517562824,0.20737406141757908,,1.2006416068066113,,,0.1660273845223981,,,
1971-01-22,0.23257977486277795,83.240301423388217,0.42887167016778061,,0.84447390454926041,0.096494092473718485,0.20758628709647411,,0.23530095822867245,,1.740859614847893,,,0.71408968276118712,,1.6612940738673365,0.20738277979346917,,1.2007163457065775,,,0.16603870127453715,,,
1971-01-25,0.23253110103476338,83.183350773165913,0.42868744279745374,,0.84411114986629454,0.096298104871526555,0.20717311940472036,,0.23511219625624927,,1.740890594116963,,,0.7132891524241366,,1.6610859202418322,0.20695174979653527,,1.2004650622020694,,,0.16570166259737237,,,
1971-01-26,0.23262846907204501,83.229813664596264,0.42887876181480844,,0.84448786842533785,0.096286551748202942,0.20714913811152208,,0.2351175936911159,,1.7411775653104427,,,0.71335520040942613,,1.6619675715914113,0.20694651871496031,,1.2012934142880405,,,0.16567799567311048,,,
1971-01-27,0.2327042561608452,83.259255811788805,0.42901848449336033,,0.84476299071510019,0.096313964582412204,0.20721662439206015,,0.23505456914806971,,1.7414190305540689,,,0.71330835640983881,,1.6618341749470598,0.20699532264445117,,1.2015684266865241,,,0.16573197123775396,,,
1971-01-28,0.23267718367536883,83.258876634557225,0.42902765641203749,,0.84478105077016152,0.096270882777234862,0.20711875843454794,,0.2347712783284471,,1.7416585229652382,,,0.71322537112010809,,1.662036390711527,0.20689771511005633,,1.2018474568383826,,,0.16566615477686258,,,
1971-01-29,0.23275842003584482,83.262342015222416,0.4292365500644722,,0.84519237483415977,0.096284710099387855,0.20715406279822174,,0.23462048739613159,,1.7426157391243629,,,0.71333472988385371,,1.6629425319460933,0.20693317505760775,,1.2027791355352282,,,0.16567744338151433,,,
1971-02-01,0.23273133494693723,83.241016570471047,0.42931661523308817,,0.84535002792776015,0.096233708806553714,0.20703802830013032,,0.23450009309253397,,1.7421802271457829,,,0.71287935207596342,,1.6632144851982869,0.20681716626326568,,1.2050363060882519,,,0.16558834481474585,,,
1971-02-02,0.23272591868556403,83.211152226023415,0.42933026220281323,,0.84537689962531126,0.096243338220577637,0.20705159533617259,,0.23475063417812841,,1.7421396820963952,,,0.71330494077125373,,1.6631757778863832,0.20684912378691614,,1.2050082617701134,,,0.16560776373664735,,,
1971-02-03,0.2327475852438031,83.21657162806936,0.42915746810837996,,0.84503665774467596,0.096240428255556856,0.20705248458047248,,0.23472593971837541,,1.7419760269987199,,,0.71330152449668338,,1.6627254742232049,0.2068316071220761,,1.204282555568486,,,0.1655999069009659,,,
1971-02-04,0.23274216822603921,83.207652562491276,0.4291356598391256,,0.84499371596145789,0.096305683563748093,0.20719499138853978,,0.23455755713820231,,1.742168226039194,,,0.71421589163524657,,1.6625005818554206,0.20697388632872504,,1.2040450588837688,,,0.1657124237769399,,,
1971-02-05,0.23272591868556403,83.206497707649689,0.4291411559620632,,0.84500453815541443,0.096378784705252629,0.20734669180106588,,0.23454118085131143,,1.7425353161581605,,,0.71421257185412745,,1.6624776001303265,0.20714375479997207,,1.2051478973213248,,,0.16584048965533291,,,
1971-02-08,0.23267176993415387,83.177831033760668,0.42907675609995383,,0.8448777309848996,0.096216989692640587,0.20700342027501803,,0.23460294562460735,,1.7421066102049838,,,0.71399986039693808,,1.6619511854626676,0.20678261476535051,,1.2055422415598316,,,0.16556923148514391,,,
